#Observation Type, Mission, Provenance Name, Instrument, Project, Filters, Waveband, Target Name, Target Classification, Observation ID, RA, Dec, Calibration Level, Start Time, Exposure Length, Release Date, Proposal Type," Distance ("")"
intentType,obs_collection,provenance_name,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,calib_level,t_min,t_exptime,t_obs_release,proposal_type,distance
science,HST,CALFGS,FGS,HST,NOCHANGE;F583W,Optical,CK2-1,CALIBRATION;FGS STABILITY;;STAR;,f0wt0108m,217.4471399,-62.68136529,1,48704.87009,108.95,48735.75274,SV/AST,0
science,HST,CALFGS,FGS,HST,F583W,Optical,CK2-1,CALIBRATION;FGS STABILITY;;STAR;,f0wt0201m,217.4470261,-62.68136733,1,48713.82421,97.650002,48744.57595,SV/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;F583W,Optical,CK2-3-REF,CALIBRATION;FGS STABILITY;;STAR;,f0wt0202m,217.4819342,-62.689244,1,48713.82569,126.6,48744.57627,SV/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;F583W,Optical,CK2-4-REF,CALIBRATION;FGS STABILITY;;STAR;,f0wt0203m,217.4546217,-62.689341,1,48713.82759,182.7,48744.57663,SV/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;F583W,Optical,CK2-5-REF,CALIBRATION;FGS STABILITY;;STAR;,f0wt0204m,217.4353808,-62.691332,1,48713.83014,104.7,48744.57699,SV/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;F583W,Optical,CK2-6-REF,CALIBRATION;FGS STABILITY;;STAR;,f0wt0205m,217.4860771,-62.662371,1,48713.83137,141.95,48744.5773,SV/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;F583W,Optical,CK2-7-REF,CALIBRATION;FGS STABILITY;;STAR;,f0wt0206m,217.434505,-62.686885,1,48713.83301,167.95,48744.57763,SV/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;F583W,Optical,CK2-8-REF,CALIBRATION;FGS STABILITY;;STAR;,f0wt0207m,217.4203125,-62.694848,1,48713.83495,167.95,48744.57796,SV/AST,0
science,HST,CALFGS,FGS,HST,NOCHANGE;F583W,Optical,CK2-1,CALIBRATION;FGS STABILITY;;STAR;,f0wt0208m,217.4470259,-62.68136733,1,48713.8369,108.95,48744.57833,SV/AST,0
science,HST,CALFGS,FGS,HST,F583W,Optical,CK2-1,CALIBRATION;FGS STABILITY;;STAR;,f0wt0301m,217.4468935,-62.68136501,1,48723.80694,97.650002,48754.55442,SV/AST,0
